Date/time,Progress,Temperature,Humidity,Magx,Magy,Magz,Pitch,Roll,Yaw,Latitude,Longitude
2020-04-21 01:07:30.221551,123,34.4532,31.6116,6.716026306152344,-12.184578895568848,5.379151344299316,26.555008804275243,67.05919342215705,103.40888644907463,"[46.0, 17.0, 45.2]","[79.0, 13.0, 18.5]"
2020-04-21 01:07:42.986868,124,33.4849,31.5737,6.661534786224365,-11.980010986328125,5.478641510009766,2.154702488547586,197.96447167806608,129.73635603888735,"[46.0, 37.0, 52.1]","[78.0, 15.0, 35.7]"
2020-04-21 01:07:55.822496,125,33.6592,31.7254,6.685605049133301,-11.92965316772461,5.441401481628418,355.99934262527785,322.5130360800457,95.08064554878132,"[46.0, 59.0, 2.7]","[77.0, 12.0, 13.7]"
2020-04-21 01:08:08.594223,126,33.7854,31.5926,6.661268711090088,-11.606961250305176,5.346959590911865,27.511426533373786,89.99392363611686,110.99351099405031,"[47.0, 19.0, 34.2]","[76.0, 7.0, 59.5]"
2020-04-21 01:08:21.362735,127,34.3975,31.6116,6.7433624267578125,-11.52132511138916,5.284744739532471,355.6462743522674,217.19135856900357,126.84181749128433,"[47.0, 39.0, 25.4]","[75.0, 2.0, 53.4]"
2020-04-21 01:08:34.166934,128,33.7001,31.5926,6.936739921569824,-11.780757904052734,5.241620063781738,1.63078012837877,341.6080798294345,91.80863659669754,"[47.0, 58.0, 35.4]","[73.0, 56.0, 55.9]"
2020-04-21 01:08:46.972164,129,33.8188,31.5357,7.178750514984131,-11.46689224243164,5.462852954864502,25.65174019220315,112.02283416234957,117.50746240549147,"[48.0, 15.0, 39.5]","[72.0, 55.0, 17.8]"
2020-04-21 01:08:59.736436,130,33.6147,31.5926,7.129594326019287,-11.273571968078613,5.72438383102417,351.68612298753123,235.98899539136247,120.75357811043173,"[48.0, 33.0, 27.6]","[71.0, 47.0, 43.5]"
2020-04-21 01:09:12.556045,131,33.6815,31.5357,7.266545295715332,-11.210976600646973,5.554549694061279,8.836388191522039,359.89058537874644,89.54641647188679,"[48.0, 50.0, 31.7]","[70.0, 39.0, 20.1]"
2020-04-21 01:09:25.418010,132,33.7631,31.6496,7.492619514465332,-11.596970558166504,5.527873516082764,23.213459988704273,133.93287890645655,122.49289944295381,"[49.0, 6.0, 50.7]","[69.0, 30.0, 8.8]"
2020-04-21 01:09:38.189783,133,33.7817,31.4978,7.608157634735107,-11.186319351196289,5.457334518432617,348.9096007172759,256.56970773806654,112.93549769962502,"[49.0, 22.0, 23.9]","[68.0, 20.0, 10.6]"
2020-04-21 01:09:50.983100,134,33.6778,31.6496,7.704200744628906,-10.89862060546875,5.281853675842285,14.98857521847889,20.145839324891245,90.75998399304714,"[49.0, 36.0, 3.8]","[67.0, 14.0, 55.1]"
2020-04-21 01:10:03.785899,135,33.4812,31.4978,7.508810520172119,-10.795276641845703,5.163506984710693,16.86576904203956,154.52704672582556,126.72543106782732,"[49.0, 50.0, 6.2]","[66.0, 3.0, 31.1]"
2020-04-21 01:10:16.618151,136,33.7743,31.6116,7.563690662384033,-10.853864669799805,5.212166786193848,348.0479074666817,276.8961253117819,105.68721899013744,"[50.0, 3.0, 20.1]","[64.0, 51.0, 24.8]"
2020-04-21 01:10:29.390029,137,33.9152,31.6875,7.690441608428955,-10.828961372375488,5.0467352867126465,21.148077378036824,39.4963270265966,92.74828621138371,"[50.0, 15.0, 44.8]","[63.0, 38.0, 38.1]"
2020-04-21 01:10:42.202150,138,33.7891,31.5547,7.792313575744629,-10.72404956817627,5.22716760635376,11.133441427326211,173.2232005974964,127.50281587840149,"[50.0, 27.0, 19.3]","[62.0, 25.0, 13.0]"
2020-04-21 01:10:54.997133,139,33.7334,31.5167,8.113520622253418,-10.531208992004395,5.407165050506592,351.04581409718367,296.78972745817185,99.52337624536196,"[50.0, 37.0, 15.3]","[61.0, 16.0, 54.4]"
2020-04-21 01:11:07.798131,140,33.8819,31.5926,8.352921485900879,-10.400720596313477,5.266242504119873,25.5496425244898,61.035834008230395,98.87088144376148,"[50.0, 47.0, 11.4]","[60.0, 2.0, 21.6]"
2020-04-21 01:11:20.581285,141,33.6184,31.5167,8.33224105834961,-10.180215835571289,5.066429615020752,4.1697310236629965,192.7307709246521,126.8920057213056,"[50.0, 56.0, 15.3]","[58.0, 47.0, 17.1]"
2020-04-21 01:11:33.374216,142,33.3921,31.5737,8.283236503601074,-10.010310173034668,4.911139965057373,355.30763656142597,316.85886205113655,93.67914537260806,"[51.0, 4.0, 26.4]","[57.0, 31.0, 43.5]"
2020-04-21 01:11:46.143451,143,33.6889,31.5547,8.369155883789062,-9.990494728088379,4.58937931060791,27.84931086897244,83.69552616469213,105.84842511492808,"[51.0, 11.0, 44.2]","[56.0, 15.0, 43.5]"
2020-04-21 01:11:58.941266,144,33.8188,31.4978,8.438608169555664,-10.005045890808105,4.736048698425293,358.52817907761835,212.07919420168082,124.38169263527246,"[51.0, 17.0, 40.5]","[55.0, 5.0, 13.2]"
2020-04-21 01:12:11.766155,145,33.7186,31.5357,8.441118240356445,-10.02656078338623,4.962444305419922,1.6191359365043676,335.79788208176745,89.80632566037329,"[51.0, 23.0, 14.2]","[53.0, 48.0, 30.4]"
2020-04-21 01:12:24.615478,146,34.5682,31.4788,8.609732627868652,-10.012683868408203,5.222571849822998,27.25449189227083,106.51855546496554,112.456455551997,"[51.0, 27.0, 53.2]","[52.0, 31.0, 29.8]"
2020-04-21 01:12:37.418540,147,34.1267,31.4978,8.74318790435791,-9.81272029876709,5.438118934631348,353.87994815931444,232.10743986717924,118.66310309230094,"[51.0, 31.0, 37.2]","[51.0, 14.0, 14.4]"
2020-04-21 01:12:50.227100,148,33.6741,31.5357,8.693288803100586,-9.633660316467285,5.00539493560791,8.007247622512097,355.3935688789212,86.94225658665769,"[51.0, 34.0, 25.9]","[49.0, 56.0, 47.5]"
2020-04-21 01:13:03.003044,149,33.893,31.5357,8.807665824890137,-9.372013092041016,4.962769031524658,24.426481094731027,128.7876564235509,119.81243268431733,"[51.0, 36.0, 19.1]","[48.0, 39.0, 12.2]"
2020-04-21 01:13:15.797327,150,33.7965,31.4788,8.838937759399414,-9.306069374084473,4.430813312530518,350.1349793430585,251.73090120170605,113.55292631002666,"[51.0, 37.0, 14.1]","[47.0, 27.0, 30.5]"
2020-04-21 01:13:28.568183,151,33.5257,31.5357,8.774253845214844,-9.194745063781738,4.728299617767334,13.937748053351488,14.797480185880271,88.3856531431998,"[51.0, 37.0, 20.2]","[46.0, 9.0, 48.5]"
2020-04-21 01:13:41.356990,152,33.7631,31.4788,9.130513191223145,-8.80290699005127,4.353947162628174,19.178037377993583,149.29438416116542,124.6180171805549,"[51.0, 36.0, 30.6]","[44.0, 52.0, 7.8]"
2020-04-21 01:13:54.177546,153,33.8076,31.4788,9.106857299804688,-8.713642120361328,4.6711955070495605,348.7750374528902,271.32632460968995,106.80189220230518,"[51.0, 34.0, 45.2]","[43.0, 34.0, 31.7]"
2020-04-21 01:14:06.977754,154,33.6555,31.4598,9.132283210754395,-8.765181541442871,4.8354105949401855,20.054782657971224,33.808104504674965,91.15997353122144,"[51.0, 32.0, 18.7]","[42.0, 23.0, 0.8]"
2020-04-21 01:14:19.772974,155,33.7409,31.5167,9.311874389648438,-8.656493186950684,4.650606155395508,13.11533009803213,168.01828226124488,126.37472817470385,"[51.0, 28.0, 46.8]","[41.0, 5.0, 42.8]"
2020-04-21 01:14:32.581757,156,33.7297,31.4029,9.433209419250488,-8.434218406677246,4.685396671295166,351.39971266506507,291.4225511479975,100.07835643618218,"[51.0, 24.0, 19.7]","[39.0, 48.0, 38.9]"
2020-04-21 01:14:45.377537,157,33.752,31.4978,9.661133766174316,-8.2352294921875,4.970883846282959,25.71048664925443,54.6410591525222,95.90110836245076,"[51.0, 18.0, 57.9]","[38.0, 31.0, 52.3]"
2020-04-21 01:14:58.187562,158,33.6741,31.4788,9.86939811706543,-7.923822402954102,5.116353988647461,7.084614570369372,187.1243330878522,126.01678528106015,"[51.0, 12.0, 41.7]","[37.0, 15.0, 25.9]"
2020-04-21 01:15:10.982948,159,33.7891,31.4788,9.813857078552246,-7.886260509490967,5.185427188873291,354.3047786686132,311.0900774479546,93.51021430386614,"[51.0, 6.0, 6.5]","[36.0, 5.0, 12.9]"
2020-04-21 01:15:23.837661,160,33.9598,31.5357,9.743409156799316,-7.934667587280273,5.130764007568359,29.320513125625677,76.42987145395604,102.22026960895234,"[50.0, 58.0, 7.1]","[34.0, 49.0, 33.7]"
2020-04-21 01:15:36.592328,161,33.7409,31.4408,9.600235939025879,-7.811243057250977,5.193735122680664,1.5589319811172306,206.89917873514315,123.84254482294834,"[50.0, 49.0, 14.7]","[33.0, 34.0, 23.1]"
2020-04-21 01:15:49.371501,162,33.6815,31.4029,9.728504180908203,-7.674015998840332,5.052587985992432,0.5228633606823467,330.166082045032,88.78316332270538,"[50.0, 39.0, 30.0]","[32.0, 19.0, 43.7]"
2020-04-21 01:16:02.125543,163,33.5702,31.308,10.006307601928711,-7.638984203338623,4.715907573699951,29.230443421040718,99.39021487730339,108.98037420789159,"[50.0, 28.0, 53.7]","[31.0, 5.0, 37.9]"
2020-04-21 01:16:14.903150,164,33.8781,31.4788,10.239009857177734,-7.307126522064209,4.770936965942383,356.1002181160166,225.90418010070363,119.20219626311172,"[50.0, 18.0, 21.1]","[29.0, 57.0, 46.1]"
2020-04-21 01:16:27.669554,165,32.984,31.4408,10.284444808959961,-7.117769241333008,4.7223968505859375,6.5564023177932595,349.045640156296,86.5850172024985,"[50.0, 6.0, 7.5]","[28.0, 44.0, 51.4]"
2020-04-21 01:16:40.443035,166,33.5554,31.308,10.238218307495117,-6.993090629577637,4.645738124847412,27.303725603355577,121.54634450701677,115.91844621584468,"[49.0, 53.0, 4.4]","[27.0, 32.0, 36.8]"
2020-04-21 01:16:53.210994,167,33.5813,31.3839,10.085941314697266,-6.941596031188965,4.845854759216309,352.51508938671736,245.23626556523766,113.45229030279569,"[49.0, 39.0, 12.7]","[26.0, 21.0, 4.1]"
2020-04-21 01:17:06.009379,168,33.7594,31.5167,10.048003196716309,-7.01701545715332,5.114090919494629,13.636320706221424,7.477720131633932,84.78022850678185,"[49.0, 24.0, 33.2]","[25.0, 10.0, 15.1]"
2020-04-21 01:17:18.779861,169,33.7112,31.4029,10.247492790222168,-6.858242034912109,5.076846122741699,23.258501671185922,142.90267947548915,120.56147220983596,"[49.0, 10.0, 19.7]","[24.0, 5.0, 32.9]"
2020-04-21 01:17:31.596415,170,33.9412,31.4029,10.21187686920166,-6.660645961761475,5.03358268737793,352.2955218567899,265.71261945161314,106.79456340932576,"[48.0, 54.0, 10.8]","[22.0, 56.0, 12.0]"
2020-04-21 01:17:44.384282,171,33.637,31.4978,10.127541542053223,-6.629057884216309,4.9943952560424805,21.177833097155983,27.659110591155095,87.693051470793,"[48.0, 37.0, 16.8]","[21.0, 47.0, 38.9]"
2020-04-21 01:17:57.301139,172,33.4329,31.346,10.199545860290527,-6.633825778961182,4.804553508758545,17.609047302993275,164.56780729633783,123.85783078631083,"[48.0, 19.0, 38.6]","[20.0, 39.0, 54.6]"
2020-04-21 01:18:10.058135,173,33.6667,31.5357,10.244424819946289,-6.3358941078186035,5.034359455108643,352.0782620770282,286.08238140580136,99.14132278394813,"[48.0, 1.0, 17.1]","[19.0, 33.0, 0.2]"
2020-04-21 01:18:22.838709,174,33.726,31.346,10.445420265197754,-6.14127779006958,4.9228692054748535,25.323534234658407,49.167079174296354,91.56236729598356,"[47.0, 43.0, 42.8]","[18.0, 31.0, 59.5]"
2020-04-21 01:18:35.626396,175,34.212,31.308,10.416969299316406,-5.984170436859131,4.54151725769043,9.634196121488195,183.44783350293108,124.30546772413513,"[47.0, 24.0, 0.9]","[17.0, 26.0, 43.0]"
2020-04-21 01:18:48.430043,176,33.5962,31.5167,10.2654390335083,-5.8689656257629395,4.555698394775391,354.55561181635323,305.9967200065115,92.32370799219737,"[47.0, 3.0, 38.6]","[16.0, 22.0, 18.3]"
2020-04-21 01:19:01.233940,177,33.7594,31.4408,10.265241622924805,-5.651237964630127,4.923983573913574,30.9484921293928,71.0657004270165,97.70621807705841,"[46.0, 42.0, 36.9]","[15.0, 18.0, 45.8]"
2020-04-21 01:19:14.068213,178,33.9894,31.4788,10.253944396972656,-5.607151031494141,5.037042140960693,4.997013781218696,203.69427639165474,122.78125636933342,"[46.0, 20.0, 56.8]","[14.0, 16.0, 5.9]"
2020-04-21 01:19:26.868204,179,33.8744,31.3839,10.423073768615723,-5.3672332763671875,5.072547435760498,1.6823277794882676,325.9638867053571,88.36694525506314,"[46.0, 0.0, 23.4]","[13.0, 19.0, 1.9]"
2020-04-21 01:19:39.671820,180,34.1675,31.4219,10.715397834777832,-4.948997974395752,5.018610954284668,33.10685239768434,95.57366226345118,107.05635089983402,"[45.0, 37.0, 32.1]","[12.0, 18.0, 3.3]"
2020-04-21 01:19:52.474244,181,33.7854,31.4598,10.909063339233398,-4.749536514282227,4.779042720794678,0.494482804103033,222.90916947040972,119.40633695702505,"[45.0, 14.0, 5.3]","[11.0, 17.0, 57.4]"
2020-04-21 01:20:05.280155,182,33.292,31.4219,11.066380500793457,-4.749389171600342,4.878347396850586,8.860965773476684,344.2268494892982,85.66811894793766,"[44.0, 50.0, 3.8]","[10.0, 18.0, 44.0]"
2020-04-21 01:20:18.147034,183,33.7817,31.327,10.919196128845215,-4.6476640701293945,4.95063591003418,31.301445569847797,119.19558463999515,114.90626682236216,"[44.0, 25.0, 28.7]","[9.0, 20.0, 23.0]"
2020-04-21 01:20:30.916955,184,33.5813,31.4219,10.610133171081543,-4.654211521148682,4.758473873138428,355.8502844188129,243.02878940662458,114.10902665187075,"[44.0, 2.0, 18.0]","[8.0, 27.0, 17.4]"
2020-04-21 01:20:43.716792,185,33.6815,31.3839,10.626774787902832,-4.7354254722595215,4.843299865722656,15.510541689945848,4.43111083725516,85.45929957444287,"[43.0, 36.0, 40.8]","[7.0, 30.0, 36.1]"
2020-04-21 01:20:56.495395,186,33.7186,31.365,10.797937393188477,-4.671247959136963,4.852417469024658,25.777606918228145,141.1635767090205,121.16479647960152,"[43.0, 10.0, 32.7]","[6.0, 34.0, 46.0]"
2020-04-21 01:21:09.259802,187,33.7483,31.4029,10.839203834533691,-4.582356929779053,4.661066055297852,353.16229676812657,262.9803935194463,108.43281160251,"[42.0, 43.0, 54.5]","[5.0, 39.0, 46.6]"
2020-04-21 01:21:22.063152,188,33.9783,31.3839,10.9075288772583,-4.453717231750488,4.466884136199951,21.599498240661305,24.243023921171776,87.24670543872183,"[42.0, 16.0, 47.1]","[4.0, 45.0, 37.3]"
2020-04-21 01:21:34.840011,189,34.0748,31.4598,11.085745811462402,-4.252070426940918,4.488767147064209,19.386619402414723,162.21211603273545,123.84236723802992,"[41.0, 51.0, 19.8]","[3.0, 56.0, 21.9]"
2020-04-21 01:21:47.601763,190,34.0785,31.365,11.37472152709961,-4.173221111297607,4.607313632965088,353.7906340444064,283.76994573021267,100.08991994644701,"[41.0, 23.0, 18.9]","[3.0, 3.0, 47.2]"
2020-04-21 01:22:00.381128,191,33.7817,31.4219,11.582244873046875,-4.271904945373535,4.696911811828613,26.87455237440512,45.92392777145588,90.59926964187675,"[40.0, 54.0, 51.2]","[2.0, 12.0, 0.7]"
2020-04-21 01:22:13.141064,192,33.9078,31.5547,11.443585395812988,-4.113823413848877,4.467710971832275,12.126906102482906,181.50911162777965,124.27928077885728,"[40.0, 25.0, 57.7]","[1.0, 21.0, 1.5]"
2020-04-21 01:22:25.911160,193,33.9635,31.3839,11.297335624694824,-3.953361749649048,4.370542526245117,355.59678109399425,303.2793599810732,93.05481144095555,"[39.0, 58.0, 55.2]","[-0.0, 34.0, 39.1]"
2020-04-21 01:22:38.680589,194,33.6704,31.4219,11.213739395141602,-3.8660879135131836,4.508518218994141,30.061465707167,67.74732815084667,96.20369940306067,"[39.0, 29.0, 14.2]","[0.0, 14.0, 51.2]"
2020-04-21 01:22:51.460094,195,33.7334,31.2891,11.228326797485352,-3.6927084922790527,4.542921543121338,4.61183935024099,200.19486995153372,122.38266018974981,"[38.0, 59.0, 9.6]","[1.0, 3.0, 36.4]"
2020-04-21 01:23:04.255264,196,33.8893,31.4598,11.297896385192871,-3.948404312133789,4.397327423095703,359.2546397052882,323.0266321546848,87.87299963466616,"[38.0, 28.0, 42.2]","[1.0, 51.0, 37.5]"
2020-04-21 01:23:17.051037,197,34.1156,31.4408,11.390763282775879,-3.906315803527832,4.247412204742432,30.732443000661544,91.41116056813782,104.65577163300631,"[37.0, 57.0, 52.7]","[2.0, 38.0, 55.3]"
2020-04-21 01:23:29.855677,198,34.0488,31.365,11.429354667663574,-3.9926633834838867,4.432753562927246,359.0020144866647,219.81893234270748,119.6079231601888,"[37.0, 29.0, 6.5]","[3.0, 21.0, 57.2]"
2020-04-21 01:23:42.647357,199,34.034,31.3839,11.660853385925293,-3.79960036277771,4.194392204284668,6.291893423787584,341.84829416744924,85.36512492616673,"[36.0, 57.0, 36.4]","[4.0, 7.0, 54.3]"
2020-04-21 01:23:55.476694,200,33.4107,31.4598,11.709097862243652,-3.7870211601257324,3.952899694442749,29.36013505300092,114.55875362758107,113.04848951906453,"[36.0, 25.0, 46.2]","[4.0, 53.0, 10.7]"
2020-04-21 01:24:08.265542,201,33.5479,31.4219,11.820508003234863,-3.8792340755462646,3.769376754760742,354.58179321210235,239.17680860154752,114.76104334022934,"[35.0, 53.0, 36.6]","[5.0, 37.0, 47.5]"
2020-04-21 01:24:21.071167,202,33.5739,31.3839,11.968877792358398,-3.8180527687072754,3.7831993103027344,12.502976318183807,0.8888398908112922,84.1543509523769,"[35.0, 21.0, 8.2]","[6.0, 21.0, 45.4]"
2020-04-21 01:24:33.874209,203,33.8596,31.4978,11.816852569580078,-3.7000529766082764,3.874985694885254,25.25450492781167,136.40902738626127,117.85647141170078,"[34.0, 50.0, 53.5]","[7.0, 1.0, 46.8]"
2020-04-21 01:24:46.687294,204,33.893,31.3839,11.71871280670166,-3.6369094848632812,3.9307963848114014,352.08217919051725,258.9935984405315,107.53863055712861,"[34.0, 17.0, 50.7]","[7.0, 44.0, 32.7]"
2020-04-21 01:24:59.473866,205,33.9783,31.4598,12.049481391906738,-3.506175994873047,3.8911688327789307,19.401381148758414,20.37232327512699,83.84635723213351,"[33.0, 44.0, 30.7]","[8.0, 26.0, 42.4]"
2020-04-21 01:25:12.242834,206,33.8819,31.4219,12.242060661315918,-3.3940768241882324,3.873913288116455,19.3442824748444,157.15776238654766,121.24475067402568,"[33.0, 10.0, 54.3]","[9.0, 8.0, 17.0]"
2020-04-21 01:25:25.047720,207,33.7965,31.365,12.265464782714844,-3.3873093128204346,3.8395628929138184,351.21997709082984,279.67013834129085,99.97272073047877,"[32.0, 37.0, 2.0]","[9.0, 49.0, 17.3]"
2020-04-21 01:25:37.971452,208,33.7149,31.365,12.347195625305176,-3.3116214275360107,3.7560791969299316,24.516769365369424,42.47526280667889,89.07336440016088,"[32.0, 5.0, 32.3]","[10.0, 26.0, 38.7]"
2020-04-21 01:25:50.756598,209,34.212,31.4788,12.02170181274414,-3.5028276443481445,3.1573805809020996,12.251414474636714,177.94969150314523,123.96599366200715,"[31.0, 31.0, 10.8]","[11.0, 6.0, 35.5]"
2020-04-21 01:26:03.529554,210,33.496,31.4408,12.361306190490723,-3.5744032859802246,3.0890820026397705,353.31803575337347,300.13794083082547,93.64847782323471,"[30.0, 56.0, 34.9]","[11.0, 46.0, 0.7]"
2020-04-21 01:26:16.323184,211,33.9152,31.308,12.576986312866211,-3.5345873832702637,3.0642731189727783,28.361648481256974,64.54031527890473,94.87530957176322,"[30.0, 21.0, 45.1]","[12.0, 24.0, 55.1]"
2020-04-21 01:26:29.127980,212,33.9523,31.365,12.915891647338867,-3.3673555850982666,3.2821240425109863,5.456790953405866,197.07022233079297,122.53614820077834,"[29.0, 46.0, 41.8]","[13.0, 3.0, 19.5]"
2020-04-21 01:26:41.931077,213,34.0154,31.4029,13.014470100402832,-3.4458792209625244,3.4767730236053467,358.80748408235695,320.1240954555637,88.49079707528298,"[29.0, 14.0, 8.8]","[13.0, 38.0, 20.9]"
2020-04-21 01:26:54.732968,214,34.0896,31.2891,12.96790885925293,-3.663240432739258,3.8452961444854736,31.055145533282552,87.45101005717525,102.70297273797547,"[28.0, 38.0, 41.0]","[14.0, 15.0, 50.2]"
2020-04-21 01:27:07.538770,215,34.123,31.4029,13.165313720703125,-3.863990306854248,3.9944067001342773,0.21559542807955495,216.36894915142068,119.58851176256763,"[28.0, 3.0, 1.0]","[14.0, 52.0, 52.0]"
2020-04-21 01:27:20.350458,216,33.8744,31.4978,13.49333667755127,-3.9821813106536865,3.8270137310028076,4.337974377732865,338.66192041963177,85.29820273267894,"[27.0, 27.0, 9.3]","[15.0, 29.0, 27.2]"
2020-04-21 01:27:33.147841,217,33.7223,31.327,13.598773002624512,-4.068093299865723,3.5242764949798584,30.05930395229469,110.29214618893837,111.21330648154132,"[26.0, 51.0, 6.4]","[16.0, 5.0, 36.6]"
2020-04-21 01:27:45.906884,218,34.1082,31.2891,13.658112525939941,-4.110412120819092,3.64402437210083,355.46896349518755,234.9987818862507,115.61909268490136,"[26.0, 17.0, 40.1]","[16.0, 38.0, 36.9]"
2020-04-21 01:27:58.681587,219,33.9412,31.4219,13.847036361694336,-4.168544769287109,3.2156968116760254,11.375511869247925,357.1768345813461,84.43877368979457,"[25.0, 41.0, 16.6]","[17.0, 13.0, 58.9]"
2020-04-21 01:28:11.520300,220,34.4087,31.327,14.069157600402832,-4.0741167068481445,2.9078211784362793,25.915597230029913,132.6740067405315,117.03223150342032,"[25.0, 4.0, 42.9]","[17.0, 48.0, 57.3]"
2020-04-21 01:28:24.353117,221,33.841,31.4598,14.264747619628906,-4.0941362380981445,2.9610233306884766,352.06888166597685,255.27613138096865,108.74822973838118,"[24.0, 27.0, 59.5]","[18.0, 23.0, 33.0]"
2020-04-21 01:28:37.156749,222,34.3159,31.365,14.547948837280273,-4.129724502563477,3.0568432807922363,17.19269433911493,17.52655740083974,85.40594213664671,"[23.0, 51.0, 6.6]","[18.0, 57.0, 46.7]"
2020-04-21 01:28:49.928566,223,33.778,31.4219,14.763975143432617,-4.12945556640625,3.1561992168426514,19.53017461084276,153.662426739172,121.84821154757465,"[23.0, 16.0, 56.0]","[19.0, 29.0, 3.6]"
2020-04-21 01:29:02.750878,224,34.0043,31.365,14.874529838562012,-4.071655750274658,3.3021433353424072,350.84548123373264,275.96984237730146,102.58612869184407,"[22.0, 39.0, 46.0]","[20.0, 2.0, 37.1]"
2020-04-21 01:29:15.532138,225,33.8856,31.308,15.207258224487305,-3.971296787261963,3.1796655654907227,23.176201306781852,38.29637890264125,89.09242062794522,"[22.0, 2.0, 27.6]","[20.0, 35.0, 50.7]"
2020-04-21 01:29:28.299271,226,33.7075,31.2701,15.649002075195312,-4.000436782836914,3.0624420642852783,13.6216579976207,173.34837064422607,123.88821146773904,"[21.0, 25.0, 1.2]","[21.0, 8.0, 45.2]"
2020-04-21 01:29:41.057381,227,34.1341,31.3839,15.831530570983887,-4.065060615539551,3.0166850090026855,353.60309754036535,295.47055155206476,96.03131225859872,"[20.0, 47.0, 27.0]","[21.0, 41.0, 21.2]"
2020-04-21 01:29:53.853302,228,34.1898,31.308,16.616724014282227,-4.048603534698486,3.0203168392181396,27.69207649918416,59.42153245827622,94.81522439763462,"[20.0, 12.0, 39.5]","[22.0, 11.0, 10.9]"
2020-04-21 01:30:06.649281,229,34.0525,31.365,16.777790069580078,-4.081231117248535,3.2731029987335205,6.709405385390715,192.19994228273706,124.7675027007298,"[19.0, 34.0, 51.2]","[22.0, 43.0, 13.3]"
2020-04-21 01:30:19.409848,230,33.9857,31.2891,16.89696502685547,-4.170657157897949,3.2930185794830322,356.438363706351,314.5850510953043,91.01096612428843,"[18.0, 56.0, 56.0]","[23.0, 14.0, 59.2]"
2020-04-21 01:30:32.182303,231,34.1527,31.3839,17.134626388549805,-4.305576324462891,3.2504236698150635,29.798390726000203,80.78568799334828,101.96118004316624,"[18.0, 18.0, 54.3]","[23.0, 46.0, 29.3]"
2020-04-21 01:30:45.702197,232,33.8299,31.327,17.399215698242188,-4.448357105255127,3.4469099044799805,0.2529278547006695,212.58333046431946,122.14928628618881,"[17.0, 40.0, 46.2]","[24.0, 17.0, 44.1]"
2020-04-21 01:30:58.490146,233,33.9598,31.327,17.564327239990234,-4.426711082458496,3.4910666942596436,2.68437618816267,334.63900559283866,86.434623267164,"[17.0, 2.0, 32.0]","[24.0, 48.0, 44.4]"
2020-04-21 01:31:11.277435,234,34.0451,31.346,17.71367645263672,-4.539510726928711,3.4499926567077637,29.37875756377296,105.45561410557148,109.79428687014698,"[16.0, 24.0, 12.1]","[25.0, 19.0, 30.7]"
2020-04-21 01:31:24.147181,235,34.2158,31.5167,18.1423282623291,-4.729222297668457,3.4149370193481445,355.08601399833196,230.83639630415323,116.93734651547051,"[15.0, 45.0, 46.7]","[25.0, 50.0, 3.6]"
2020-04-21 01:31:36.901406,236,33.9746,31.2701,18.498863220214844,-4.818967342376709,3.6967718601226807,8.568697710023606,353.3748449980214,84.93202263089621,"[15.0, 10.0, 13.9]","[26.0, 18.0, 4.3]"
2020-04-21 01:31:49.661533,237,34.1638,31.327,18.876136779785156,-4.911505222320557,3.957092761993408,26.82594874827131,127.03183335399409,116.54055350582779,"[14.0, 31.0, 38.6]","[26.0, 48.0, 13.3]"
2020-04-21 01:32:02.464529,238,34.097,31.308,19.33277130126953,-4.992823123931885,4.062211036682129,352.5205671984317,250.05135085461075,111.49986706816921,"[13.0, 52.0, 58.6]","[27.0, 18.0, 10.6]"
2020-04-21 01:32:15.242947,239,34.123,31.3839,19.728757858276367,-4.985661029815674,4.177842140197754,15.528479474253594,12.105751299076083,85.20926683949621,"[13.0, 14.0, 14.0]","[27.0, 47.0, 57.0]"
2020-04-21 01:32:28.035391,240,34.3345,31.346,20.06791114807129,-5.188129425048828,4.107087135314941,21.489810525232777,147.69587400857233,121.73940663409635,"[12.0, 35.0, 25.1]","[28.0, 17.0, 32.9]"
2020-04-21 01:32:40.839024,241,33.867,31.2511,20.668991088867188,-5.491815090179443,4.251229763031006,350.69253110010123,269.99516172158945,105.00719852618181,"[11.0, 59.0, 31.7]","[28.0, 44.0, 43.4]"
2020-04-21 01:32:53.643101,242,34.0859,31.3839,21.194278717041016,-5.644627571105957,4.461645603179932,20.905390511542514,32.34841794696237,88.3689601608683,"[11.0, 20.0, 35.2]","[29.0, 14.0, 0.8]"
2020-04-21 01:33:06.443683,243,33.8633,31.308,21.52126693725586,-5.866250038146973,4.949735164642334,14.342159285239712,167.338815042612,126.00731863887052,"[10.0, 41.0, 35.1]","[29.0, 43.0, 9.3]"
2020-04-21 01:33:19.217259,244,34.0711,31.308,21.80461311340332,-6.166782379150391,5.567164897918701,342.0911142226323,276.1730131843526,97.54009421606537,"[10.0, 2.0, 31.6]","[30.0, 12.0, 9.6]"
2020-04-21 01:33:31.977384,245,33.9635,31.4029,21.589046478271484,-6.136236667633057,5.7317609786987305,14.146086752283448,39.85750742990688,84.59182456871622,"[9.0, 26.0, 25.5]","[30.0, 38.0, 49.1]"
2020-04-21 01:33:44.750846,246,33.8893,31.308,22.234682083129883,-6.450751304626465,5.944067478179932,4.349690286593553,169.5745818447673,118.78309585563973,"[8.0, 47.0, 16.1]","[31.0, 7.0, 35.0]"
2020-04-21 01:33:57.557332,247,34.1824,31.2511,22.83462905883789,-6.784071922302246,6.345947742462158,343.7334639444132,296.9344864874411,90.86736139698891,"[8.0, 8.0, 3.9]","[31.0, 36.0, 14.1]"
